ACHID	DRUG_ID	CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data	Activity Error (SD)	FitType	EC50 (µM)	IC50 (µM)	Amax	ActArea
ACH-000009	1558	C2BBE1_LARGE_INTESTINE	C2BBe1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.96,16.9,10.6,.83,-29,-27,-36,-61"	"4.93,5.07,20.8,1.83,1.21,16.3,11.9,8.58"	Sigmoid	1.169876575	4.09934473	-57.35443878	1.53
ACH-000580	119	C32_SKIN	C32	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.28,-4.2,-2.6,-.24,.011,.74,5.93,3.52"	"21.6,2.31,8.35,10.8,10.5,3.53,1.46,8.18"	Constant	NA	8	0.688936293	0.0704
ACH-000580	1558	C32_SKIN	C32	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"4.28,-4.2,-2.6,-.24,.011,.74,5.93,3.52"	"21.6,2.31,8.35,10.8,10.5,3.53,1.46,8.18"	Constant	NA	8	0.688936293	0.0704
ACH-001021	119	C3A_LIVER	C3A	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.6,-4.7,14.7,7.09,-13,-7.4,-26,-35"	"4.05,9.02,22.5,20.6,14.8,12.8,8.44,4.36"	Sigmoid	8.276984774	8	-35.32452774	0.861
ACH-001021	1558	C3A_LIVER	C3A	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.6,-4.7,14.7,7.09,-13,-7.4,-26,-35"	"4.05,9.02,22.5,20.6,14.8,12.8,8.44,4.36"	Sigmoid	8.276984774	8	-35.32452774	0.861
ACH-000234	119	CAKI2_KIDNEY	Caki-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.4,6.43,-20,-5.3,-23,-12,-37,-44"	"11.2,5.51,14.7,4.46,12.7,5.70,12.3,3.23"	Sigmoid	8.381184645	8	-44.68016052	1.427
ACH-000234	1558	CAKI2_KIDNEY	Caki-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.4,6.43,-20,-5.3,-23,-12,-37,-44"	"11.2,5.51,14.7,4.46,12.7,5.70,12.3,3.23"	Sigmoid	8.381184645	8	-44.68016052	1.427
ACH-000832	119	CAL27_UPPER_AERODIGESTIVE_TRACT	CAL 27	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.91,4.66,-1.3,-.14,-23,-56,-67,-80"	".93,2.00,2.60,2.16,7.07,6.71,6.77,2.95"	Sigmoid	0.433088809	0.688771248	-77.97801971	2.2744
ACH-000832	1558	CAL27_UPPER_AERODIGESTIVE_TRACT	CAL 27	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.91,4.66,-1.3,-.14,-23,-56,-67,-80"	".93,2.00,2.60,2.16,7.07,6.71,6.77,2.95"	Sigmoid	0.433088809	0.688771248	-77.97801971	2.2744
ACH-000826	119	CAL12T_LUNG	CAL-12T	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.4,8.87,4.44,-7.4,2.87,-23,-59,-92"	"8.77,6.81,5.40,11.3,7.89,7.31,6.76,3.38"	Sigmoid	2.0953269	1.951666355	-92.39616394	1.814
ACH-000826	1558	CAL12T_LUNG	CAL-12T	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.4,8.87,4.44,-7.4,2.87,-23,-59,-92"	"8.77,6.81,5.40,11.3,7.89,7.31,6.76,3.38"	Sigmoid	2.0953269	1.951666355	-92.39616394	1.814
ACH-000516	119	CAL78_BONE	CAL-78	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.8,.61,13.5,7.15,-.020,-.80,-4.6,-32"	"3.66,8.90,9.30,4.76,4.44,8.66,.99,1.70"	Sigmoid	8.682778362	8	-31.74238968	0.3742
ACH-000516	1558	CAL78_BONE	CAL-78	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"10.8,.61,13.5,7.15,-.020,-.80,-4.6,-32"	"3.66,8.90,9.30,4.76,4.44,8.66,.99,1.70"	Sigmoid	8.682778362	8	-31.74238968	0.3742
ACH-000857	119	CAL851_BREAST	CAL-85-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.82,-10.0,16.2,-18,-11,-51,-55,-78"	"31.1,9.12,6.19,.053,4.20,33.0,11.0,.16"	Sigmoid	2.043146133	1.899548173	-77.30729675	2.23
ACH-000857	1558	CAL851_BREAST	CAL-85-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.82,-10.0,16.2,-18,-11,-51,-55,-78"	"31.1,9.12,6.19,.053,4.20,33.0,11.0,.16"	Sigmoid	2.043146133	1.899548173	-77.30729675	2.23
ACH-000511	119	CALU1_LUNG	Calu-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.88,7.35,4.41,-3.7,5.43,-2.6,-7.6,-39"	"1.04,11.0,9.21,11.1,3.00,10.5,2.72,2.49"	Sigmoid	9.080534174	8	-39.04533386	0.529
ACH-000511	1558	CALU1_LUNG	Calu-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.88,7.35,4.41,-3.7,5.43,-2.6,-7.6,-39"	"1.04,11.0,9.21,11.1,3.00,10.5,2.72,2.49"	Sigmoid	9.080534174	8	-39.04533386	0.529
ACH-000392	119	CALU3_LUNG	Calu-3	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.8,11.8,10.5,-24,-43,-52,-69,-83"	"25.3,20.6,3.56,11.9,5.25,3.65,6.68,6.02"	Sigmoid	0.119516589	0.4945876	-79.91364288	2.71
ACH-000392	1558	CALU3_LUNG	Calu-3	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"25.8,11.8,10.5,-24,-43,-52,-69,-83"	"25.3,20.6,3.56,11.9,5.25,3.65,6.68,6.02"	Sigmoid	0.119516589	0.4945876	-79.91364288	2.71
ACH-000264	119	CALU6_LUNG	Calu-6	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-2.6,8.33,-19,5.39,-2.4,-10,-20"	"27.9,5.25,9.48,17.0,6.09,2.24,6.38,6.08"	Constant	NA	8	-4.835510254	0.71
ACH-000264	1558	CALU6_LUNG	Calu-6	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-2.6,8.33,-19,5.39,-2.4,-10,-20"	"27.9,5.25,9.48,17.0,6.09,2.24,6.38,6.08"	Constant	NA	8	-4.835510254	0.71
ACH-000783	119	CAMA1_BREAST	CAMA-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.74,9.93,3.30,3.84,6.52,16.1,-9.8,-22"	"1.63,.74,9.36,14.3,11.2,6.63,2.55,17.7"	Sigmoid	2.360326529	8	-22.14266014	0.318
ACH-000783	1558	CAMA1_BREAST	CAMA-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.74,9.93,3.30,3.84,6.52,16.1,-9.8,-22"	"1.63,.74,9.36,14.3,11.2,6.63,2.55,17.7"	Sigmoid	2.360326529	8	-22.14266014	0.318
ACH-000107	119	CAPAN2_PANCREAS	Capan-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.98,26.1,-7.4,6.32,1.48,-15,.61,-43"	"25.3,15.9,22.1,19.4,23.6,9.73,28.5,24.1"	Constant	NA	8	-10.00565052	0.654
ACH-000107	1558	CAPAN2_PANCREAS	Capan-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.98,26.1,-7.4,6.32,1.48,-15,.61,-43"	"25.3,15.9,22.1,19.4,23.6,9.73,28.5,24.1"	Constant	NA	8	-10.00565052	0.654
ACH-000464	119	CAS1_CENTRAL_NERVOUS_SYSTEM	CAS-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.2,3.63,-4.4,-.47,3.80,4.07,-8.3,-11"	"20.4,4.55,2.19,2.64,6.34,3.38,13.6,8.51"	Constant	NA	8	0.082455963	0.3137
ACH-000464	1558	CAS1_CENTRAL_NERVOUS_SYSTEM	CAS-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-7.2,3.63,-4.4,-.47,3.80,4.07,-8.3,-11"	"20.4,4.55,2.19,2.64,6.34,3.38,13.6,8.51"	Constant	NA	8	0.082455963	0.3137
ACH-000963	119	CCK81_LARGE_INTESTINE	CCK-81	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-21,17.0,2.35,6.74,-8.6,-47,-66,-73"	"2.09,5.10,46.2,23.6,17.9,14.4,2.61,.45"	Linear	NA	0.240194838	-74.57330322	2.156
ACH-000963	1558	CCK81_LARGE_INTESTINE	CCK-81	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-21,17.0,2.35,6.74,-8.6,-47,-66,-73"	"2.09,5.10,46.2,23.6,17.9,14.4,2.61,.45"	Linear	NA	0.240194838	-74.57330322	2.156
ACH-001024	119	CHL1_SKIN	CHL-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.21,1.24,7.24,-6.4,-27,-55,-65,-77"	"2.39,4.53,3.40,6.43,4.32,.83,.33,.60"	Sigmoid	0.355012804	0.675993323	-74.17124176	2.304
ACH-001024	1558	CHL1_SKIN	CHL-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.21,1.24,7.24,-6.4,-27,-55,-65,-77"	"2.39,4.53,3.40,6.43,4.32,.83,.33,.60"	Sigmoid	0.355012804	0.675993323	-74.17124176	2.304
ACH-000120	119	CHP212_AUTONOMIC_GANGLIA	CHP-212	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.66,36.6,.21,13.8,20.0,13.8,-23,-24"	"2.44,23.5,21.4,28.4,9.95,2.73,23.2,8.61"	Constant	NA	8	10.10571289	0.47
ACH-000120	1558	CHP212_AUTONOMIC_GANGLIA	CHP-212	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.66,36.6,.21,13.8,20.0,13.8,-23,-24"	"2.44,23.5,21.4,28.4,9.95,2.73,23.2,8.61"	Constant	NA	8	10.10571289	0.47
ACH-000687	119	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"28.9,-6.6,-.31,-8.4,28.7,29.1,48.1,-9.2"	"19.5,25.4,66.9,9.88,18.1,7.52,75.5,2.40"	Constant	NA	8	13.11286163	0.2451
ACH-000687	1558	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"28.9,-6.6,-.31,-8.4,28.7,29.1,48.1,-9.2"	"19.5,25.4,66.9,9.88,18.1,7.52,75.5,2.40"	Constant	NA	8	13.11286163	0.2451
ACH-001037	119	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-86	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.60,14.2,28.9,12.1,-2.6,-15,-.81,-22"	".53,6.92,17.3,9.16,2.34,19.4,7.19,22.3"	Constant	NA	8	3.069218874	0.4041
ACH-001037	1558	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK-86	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.60,14.2,28.9,12.1,-2.6,-15,-.81,-22"	".53,6.92,17.3,9.16,2.34,19.4,7.19,22.3"	Constant	NA	8	3.069218874	0.4041
ACH-000253	119	COLO201_LARGE_INTESTINE	COLO 201	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,31.8,-3.4,25.7,-10.0,19.1,-3.2,-10"	"5.69,18.6,3.47,1.02,15.8,13.2,6.49,1.04"	Constant	NA	8	0.871380925	0.288
ACH-000253	1558	COLO201_LARGE_INTESTINE	COLO 201	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,31.8,-3.4,25.7,-10.0,19.1,-3.2,-10"	"5.69,18.6,3.47,1.02,15.8,13.2,6.49,1.04"	Constant	NA	8	0.871380925	0.288
ACH-001039	119	COLO205_LARGE_INTESTINE	COLO 205	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.18,6.35,11.6,4.05,2.79,-5.2,8.08,-14"	".32,9.98,1.65,2.15,11.1,9.16,1.40,25.8"	Constant	NA	8	5.183730125	0.192
ACH-001039	1558	COLO205_LARGE_INTESTINE	COLO 205	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.18,6.35,11.6,4.05,2.79,-5.2,8.08,-14"	".32,9.98,1.65,2.15,11.1,9.16,1.40,25.8"	Constant	NA	8	5.183730125	0.192
ACH-000582	119	COLO741_SKIN	COLO 741	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"21.4,17.4,2.26,15.2,3.10,8.83,-7.7,-23"	"10.8,13.9,9.11,6.46,19.1,11.8,9.00,11.9"	Sigmoid	8.290110951	8	-22.24547768	0.307
ACH-000582	1558	COLO741_SKIN	COLO 741	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"21.4,17.4,2.26,15.2,3.10,8.83,-7.7,-23"	"10.8,13.9,9.11,6.46,19.1,11.8,9.00,11.9"	Sigmoid	8.290110951	8	-22.24547768	0.307
ACH-000202	119	COLO320_LARGE_INTESTINE	COLO-320	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,.41,1.74,-3.6,-.85,2.14,-7.3,-52"	"11.6,16.0,12.6,7.34,6.97,1.09,15.6,2.00"	Sigmoid	3.687685966	6.295311928	-52.34455109	0.6525
ACH-000202	1558	COLO320_LARGE_INTESTINE	COLO-320	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,.41,1.74,-3.6,-.85,2.14,-7.3,-52"	"11.6,16.0,12.6,7.34,6.97,1.09,15.6,2.00"	Sigmoid	3.687685966	6.295311928	-52.34455109	0.6525
ACH-000350	119	COLO678_LARGE_INTESTINE	COLO-678	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"14.4,-8.3,3.64,4.22,-15,-26,-27,-41"	"6.33,3.12,20.9,12.5,4.80,2.61,16.9,2.84"	Sigmoid	3.175720453	8	-39.9418869	1.173
ACH-000350	1558	COLO678_LARGE_INTESTINE	COLO-678	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"14.4,-8.3,3.64,4.22,-15,-26,-27,-41"	"6.33,3.12,20.9,12.5,4.80,2.61,16.9,2.84"	Sigmoid	3.175720453	8	-39.9418869	1.173
ACH-000805	119	COLO679_SKIN	COLO-679	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.91,1.60,17.5,7.69,12.2,8.27,-6.5,-3.5"	"10.2,9.26,5.66,.94,9.80,1.29,5.95,2.92"	Constant	NA	8	7.234394073	0.1
ACH-000805	1558	COLO679_SKIN	COLO-679	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"9.91,1.60,17.5,7.69,12.2,8.27,-6.5,-3.5"	"10.2,9.26,5.66,.94,9.80,1.29,5.95,2.92"	Constant	NA	8	7.234394073	0.1
ACH-001041	119	COLO699_LUNG	COLO-699	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.08,11.3,5.36,21.1,-10,.075,-29,-63"	"15.6,3.30,20.7,11.9,24.8,3.36,8.56,6.52"	Sigmoid	3.122980356	4.934918404	-62.73598862	1.02
ACH-001041	1558	COLO699_LUNG	COLO-699	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"7.08,11.3,5.36,21.1,-10,.075,-29,-63"	"15.6,3.30,20.7,11.9,24.8,3.36,8.56,6.52"	Sigmoid	3.122980356	4.934918404	-62.73598862	1.02
ACH-000161	119	CORL105_LUNG	COR-L105	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.6,-12,7.34,-3.5,-.19,-.49,-27,-30"	"22.6,5.54,9.47,21.2,3.34,6.02,16.5,13.0"	Constant	NA	8	-6.28453064	0.7778
ACH-000161	1558	CORL105_LUNG	COR-L105	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.6,-12,7.34,-3.5,-.19,-.49,-27,-30"	"22.6,5.54,9.47,21.2,3.34,6.02,16.5,13.0"	Constant	NA	8	-6.28453064	0.7778
ACH-000662	119	CORL23_LUNG	COR-L23	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.08,-1.4,2.06,3.69,5.84,-1.2,-2.0,-17"	"10.3,1.96,2.08,5.86,4.37,1.84,4.03,17.1"	Constant	NA	8	2.245106936	0.216
ACH-000662	1558	CORL23_LUNG	COR-L23	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.08,-1.4,2.06,3.69,5.84,-1.2,-2.0,-17"	"10.3,1.96,2.08,5.86,4.37,1.84,4.03,17.1"	Constant	NA	8	2.245106936	0.216
ACH-000256	119	COV318_OVARY	COV318	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.53,13.4,-.63,10.00,.74,5.54,7.88,-2.7"	"34.2,14.0,.66,36.1,13.0,4.65,8.79,22.7"	Constant	NA	8	3.250419855	0.0333
ACH-000256	1558	COV318_OVARY	COV318	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.53,13.4,-.63,10.00,.74,5.54,7.88,-2.7"	"34.2,14.0,.66,36.1,13.0,4.65,8.79,22.7"	Constant	NA	8	3.250419855	0.0333
ACH-001048	119	COV504_OVARY	COV504	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,1.81,-2.6,11.7,9.94,-.28,20.5,-11"	"8.37,3.89,6.85,1.41,8.34,24.0,1.93,3.12"	Constant	NA	8	3.181141376	0.2588
ACH-001048	1558	COV504_OVARY	COV504	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,1.81,-2.6,11.7,9.94,-.28,20.5,-11"	"8.37,3.89,6.85,1.41,8.34,24.0,1.93,3.12"	Constant	NA	8	3.181141376	0.2588
ACH-000211	119	DAOY_CENTRAL_NERVOUS_SYSTEM	Daoy	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.7,-10,-6.4,-12,-4.3,-6.0,-7.8,-9.4"	"12.5,19.3,8.66,25.1,16.5,7.58,12.5,4.51"	Constant	NA	8	-8.668775558	0.586
ACH-000211	1558	DAOY_CENTRAL_NERVOUS_SYSTEM	Daoy	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.7,-10,-6.4,-12,-4.3,-6.0,-7.8,-9.4"	"12.5,19.3,8.66,25.1,16.5,7.58,12.5,4.51"	Constant	NA	8	-8.668775558	0.586
ACH-000863	119	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG-05MG	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.21,3.04,-3.1,-2.7,3.37,-6.7,-8.8,-17"	"5.60,6.88,6.85,4.59,2.73,3.85,8.78,2.91"	Constant	NA	8	-2.252633572	0.383
ACH-000863	1558	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG-05MG	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.21,3.04,-3.1,-2.7,3.37,-6.7,-8.8,-17"	"5.60,6.88,6.85,4.59,2.73,3.85,8.78,2.91"	Constant	NA	8	-2.252633572	0.383
ACH-000233	119	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.48,10.3,4.45,-2.8,8.54,-16,.20,-76"	"6.52,.91,9.77,6.17,11.5,23.4,2.45,.056"	Sigmoid	8.386159299	6.89677763	-76.24395752	0.948
ACH-000233	1558	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.48,10.3,4.45,-2.8,8.54,-16,.20,-76"	"6.52,.91,9.77,6.17,11.5,23.4,2.45,.056"	Sigmoid	8.386159299	6.89677763	-76.24395752	0.948
ACH-000207	119	DETROIT562_UPPER_AERODIGESTIVE_TRACT	Detroit 562	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.3,-1.4,1.04,-2.9,9.57,-2.2,-12,-40"	"7.91,6.06,3.21,7.44,20.0,4.81,6.99,1.67"	Sigmoid	8.568179915	8	-39.84303665	0.585
ACH-000207	1558	DETROIT562_UPPER_AERODIGESTIVE_TRACT	Detroit 562	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.3,-1.4,1.04,-2.9,9.57,-2.2,-12,-40"	"7.91,6.06,3.21,7.44,20.0,4.81,6.99,1.67"	Sigmoid	8.568179915	8	-39.84303665	0.585
ACH-000244	119	DKMG_CENTRAL_NERVOUS_SYSTEM	DK-MG	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.0,9.00,-6.1,6.35,-3.8,-7.9,-12,-23"	"3.16,3.67,.25,3.30,9.39,5.85,11.0,1.55"	Sigmoid	5.96993494	8	-23.17247963	0.558
ACH-000244	1558	DKMG_CENTRAL_NERVOUS_SYSTEM	DK-MG	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.0,9.00,-6.1,6.35,-3.8,-7.9,-12,-23"	"3.16,3.67,.25,3.30,9.39,5.85,11.0,1.55"	Sigmoid	5.96993494	8	-23.17247963	0.558
ACH-000530	119	DMS114_LUNG	DMS 114	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.76,21.6,22.6,5.34,12.3,-12,-.38,-16"	"3.21,13.1,10.9,14.8,1.42,5.16,1.94,4.37"	Sigmoid	0.385773063	8	-9.814640999	0.2838
ACH-000530	1558	DMS114_LUNG	DMS 114	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"8.76,21.6,22.6,5.34,12.3,-12,-.38,-16"	"3.21,13.1,10.9,14.8,1.42,5.16,1.94,4.37"	Sigmoid	0.385773063	8	-9.814640999	0.2838
ACH-000056	119	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"14.0,50.5,25.7,77.7,-17,22.2,-13,-63"	"5.79,12.4,6.56,12.7,7.04,26.2,22.1,20.5"	Linear	NA	1.706622675	-66.03034973	0.93
ACH-000056	1558	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"14.0,50.5,25.7,77.7,-17,22.2,-13,-63"	"5.79,12.4,6.56,12.7,7.04,26.2,22.1,20.5"	Linear	NA	1.706622675	-66.03034973	0.93
ACH-001063	119	DOV13_OVARY	DOV13	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.05,3.69,-1.9,-3.2,5.35,2.40,-.051,-46"	"6.62,15.7,5.77,13.4,4.13,13.2,6.04,9.53"	Sigmoid	4.644038677	8	-46.1295433	0.51151
ACH-001063	1558	DOV13_OVARY	DOV13	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.05,3.69,-1.9,-3.2,5.35,2.40,-.051,-46"	"6.62,15.7,5.77,13.4,4.13,13.2,6.04,9.53"	Sigmoid	4.644038677	8	-46.1295433	0.51151
ACH-000979	119	DU145_PROSTATE	DU 145	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.1,3.24,1.08,-5.0,-12,-17,-31,-40"	"1.18,5.51,1.57,1.08,10.3,3.64,6.21,1.02"	Sigmoid	1.224770308	8	-39.60943604	1.131
ACH-000979	1558	DU145_PROSTATE	DU 145	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.1,3.24,1.08,-5.0,-12,-17,-31,-40"	"1.18,5.51,1.57,1.08,10.3,3.64,6.21,1.02"	Sigmoid	1.224770308	8	-39.60943604	1.131
ACH-000925	119	DV90_LUNG	DV-90	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"51.7,-3.4,2.28,3.27,-9.2,-24,19.6,-52"	"26.5,7.69,30.7,10.7,6.14,25.7,22.1,3.53"	Linear	NA	8	-49.78066635	0.886
ACH-000925	1558	DV90_LUNG	DV-90	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"51.7,-3.4,2.28,3.27,-9.2,-24,19.6,-52"	"26.5,7.69,30.7,10.7,6.14,25.7,22.1,3.53"	Linear	NA	8	-49.78066635	0.886
ACH-000877	119	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"18.1,9.01,-3.3,-11,29.6,-5.1,33.9,-4.8"	"14.8,1.70,.59,23.0,5.35,19.7,21.7,11.4"	Constant	NA	8	7.96852684	0.242
ACH-000877	1558	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"18.1,9.01,-3.3,-11,29.6,-5.1,33.9,-4.8"	"14.8,1.70,.59,23.0,5.35,19.7,21.7,11.4"	Constant	NA	8	7.96852684	0.242
ACH-001064	119	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,4.43,-16,.27,3.01,-9.5,-27,3.72"	"2.99,18.7,2.96,15.5,12.1,7.66,9.37,5.71"	Constant	NA	8	-4.72574234	0.547
ACH-001064	1558	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.2,4.43,-16,.27,3.01,-9.5,-27,3.72"	"2.99,18.7,2.96,15.5,12.1,7.66,9.37,5.71"	Constant	NA	8	-4.72574234	0.547
ACH-000563	119	EBC1_LUNG	EBC-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"13.6,18.5,13.1,13.0,-6.9,7.01,2.36,-70"	"12.8,14.1,10.9,5.29,11.1,4.95,8.01,6.68"	Sigmoid	6.687931061	6.37237215	-69.61994934	0.769
ACH-000563	1558	EBC1_LUNG	EBC-1	Lapatinib	EGFR	".0025,.0080,.025,.080,.25,.80,2.53,8"	"13.6,18.5,13.1,13.0,-6.9,7.01,2.36,-70"	"12.8,14.1,10.9,5.29,11.1,4.95,8.01,6.68"	Sigmoid	6.687931061	6.37237215	-69.61994934	0.769
